,Unnamed: 0,0
0,0,-101.92200230203451
1,1,-105.37742716026136
2,2,-111.6267755643932
3,3,-102.78720050261579
4,4,-105.71832540606792
5,5,-107.05529798275042
6,6,-114.48288169178116
7,7,-117.25764395281956
8,8,-114.69262344273109
9,9,-112.4829985126898
10,10,-114.91264709157228
11,11,-121.34782266031375
12,12,-115.01176762331913
13,13,-115.67584301804722
14,14,-114.5950086804603
15,15,-114.24196577244415
16,16,-112.7087975412386
17,17,-107.043016702749
18,18,-112.12383082846253
19,19,-114.89436082399769
20,20,-111.77082066220099
21,21,-114.69849943296221
22,22,-131.3388275447453
23,23,-114.5970808785764
24,24,-104.27390221143057
25,25,-99.25327398055236
26,26,-104.77842253843076
27,27,-103.356025119623
28,28,-101.45772804775385
29,29,-105.55344405527072
30,30,-105.32884837259596
31,31,-110.7792279307424
32,32,-110.50836718377786
33,33,-111.67554263986179
34,34,-111.21726523084013
35,35,-112.55693774240265
36,36,-112.93333880363802
37,37,-108.0085855107755
38,38,-111.16064958064396
39,39,-110.66424712703272
40,40,-109.46355139665377
41,41,-104.622560753423
42,42,-107.4978579769746
43,43,-103.37723313169286
44,44,-108.68696454401736
45,45,-107.19046931557895
46,46,-105.43091867593262
47,47,-116.71464137271354
48,48,-114.69842954990881
49,49,-117.33379489993268
