,Unnamed: 0,0
0,0,-129.24039927749124
1,1,-128.80116375815675
2,2,-120.67959417147527
3,3,-113.88715582112759
4,4,-148.509323184413
5,5,-16.979051116505428
6,6,-176.39593294112038
7,7,-127.62403754639531
8,8,-82.76387188266453
9,9,-88.7442991328738
10,10,-36.951234607226475
11,11,-103.41578581844736
12,12,-75.9859145243512
13,13,-78.37519016380656
14,14,-135.80386189129092
15,15,-117.19649005358788
16,16,-92.92950542600416
17,17,-110.83203652779915
18,18,-119.68783609292585
19,19,-111.46779040153973
20,20,12.421798442162855
21,21,-112.9615027003243
22,22,-116.62816341850638
23,23,-120.03583759540341
24,24,-123.81624573449051
25,25,-122.2087221365624
26,26,-118.10248614793665
27,27,-119.26638581188536
28,28,-114.14811196988913
29,29,-132.66033271138093
30,30,-111.3169724052767
31,31,-110.52637508109603
32,32,-117.8163231608875
33,33,-109.72789945425957
34,34,-120.6218509468387
35,35,-104.91049981879463
36,36,-116.44193053854026
37,37,-111.69723306072882
38,38,-115.68656006201056
39,39,-118.24073403023657
40,40,-110.63185683468204
41,41,-110.0423362649697
42,42,-117.21478268231225
43,43,-111.91602912623371
44,44,-110.95456455352584
45,45,-111.65429777610855
46,46,-109.4972923798912
47,47,-108.94501337393257
48,48,-110.92259393870978
49,49,-111.42902796150972
