,Unnamed: 0,0
0,0,-119.35327413284512
1,1,-116.51948604927891
2,2,-118.13452542312143
3,3,-99.55795202222208
4,4,-146.07196230275758
5,5,-123.02201823835743
6,6,-116.76537285797657
7,7,-117.84997893977364
8,8,-129.8601149933728
9,9,-130.46069816054154
10,10,-114.01254526952437
11,11,-127.9464522161355
12,12,-137.36825025739742
13,13,-137.76080201255826
14,14,-124.37381630213952
15,15,-145.33318376151678
16,16,-122.81855463480817
17,17,-131.65470622131608
18,18,-127.5928716594733
19,19,-171.01047212813464
20,20,-137.95913794623118
21,21,-139.83243364596592
22,22,-138.47041471560618
23,23,-143.8185232196529
24,24,-137.98137411186772
25,25,-140.13286908592693
26,26,-146.5064182654945
27,27,-144.99897410966102
28,28,-146.42404326681645
29,29,-145.05018355617182
30,30,-144.36447185617772
31,31,-144.68455507697786
32,32,-147.5142059958693
33,33,-149.33046881279282
34,34,-143.8913941705006
35,35,-143.71486235614975
36,36,-143.2748098502908
37,37,-153.64742794453338
38,38,-144.3743365063591
39,39,-142.3766370052634
40,40,-144.23864199092918
41,41,-144.27620688336822
42,42,-126.31701022009094
43,43,-127.78874488979498
44,44,-150.78591418256062
45,45,-146.05870378501137
46,46,-152.43109404871836
47,47,-146.15534150256985
48,48,-145.34374946584447
49,49,-144.9772045215677
