,Unnamed: 0,0
0,0,-115.38317085776892
1,1,-110.59101752460265
2,2,-110.29536489921276
3,3,-109.5773180081408
4,4,-108.12407366937069
5,5,-116.97385119783631
6,6,-116.12647386312379
7,7,-115.28123524223707
8,8,-114.66981740537905
9,9,-116.00492462485634
10,10,-113.3504463065577
11,11,-115.29472642315304
12,12,-114.20740008386416
13,13,-115.31450770491676
14,14,-116.60380088045677
15,15,-116.1074919702713
16,16,-116.06177461484621
17,17,-114.15420894885736
18,18,-118.16316043422373
19,19,-117.869852636563
20,20,-118.30379241387287
21,21,-116.77423950961182
22,22,-121.332113572692
23,23,-118.51937751004124
24,24,-120.04618146609207
25,25,-115.95576608479307
26,26,-116.23611385210508
27,27,-118.48774092704235
28,28,-118.68448908220829
29,29,-118.8511317405887
30,30,-117.82161864306671
31,31,-116.77417886217484
32,32,-118.21993538984628
33,33,-118.13116881293934
34,34,-118.61503838834135
35,35,-118.49288811572092
36,36,-118.6056970452913
37,37,-118.3291605579146
38,38,-117.9646859935493
39,39,-118.71507185668423
40,40,-117.96365725993331
41,41,-118.79437695141104
42,42,-118.92681701093407
43,43,-118.23624902873422
44,44,-118.35818438025889
45,45,-117.68672467707556
46,46,-118.14762365828207
47,47,-117.44649930522525
48,48,-117.76077790116152
49,49,-118.09224449865151
