,Unnamed: 0,0
0,0,12.156619478853427
1,1,33.15033667412922
2,2,-97.72814485696766
3,3,0.27154094499280745
4,4,-4.065518476215509
5,5,-9.232202123198789
6,6,25.286888495112677
7,7,73.34105333186794
8,8,10.426810753394022
9,9,-44.689178333042825
10,10,22.449879903630297
11,11,-28.01669367720821
12,12,7.11752856494347
13,13,-23.714762097340966
14,14,33.19982880489107
15,15,-39.59145695906558
16,16,-32.48772787414578
17,17,-3.241356188158214
18,18,-49.88943829923295
19,19,-9.431042160790007
20,20,-21.221525374057855
21,21,-31.361842333096334
22,22,35.62186733077855
23,23,0.6431274625780503
24,24,43.07390447755202
25,25,-1.7243722936323138
26,26,33.63502834359886
27,27,-12.556021175909322
28,28,-49.68638313851004
29,29,60.999067951563575
30,30,82.32237881319301
31,31,78.15579397987642
32,32,50.834444385062795
33,33,31.92411548353249
34,34,26.87274150602184
35,35,0.8094617964306252
36,36,38.83305883873553
37,37,252.40962915941535
38,38,40.29278429142089
39,39,-85.38597597776248
40,40,21.831973300200573
41,41,32.320477259715716
42,42,22.954080750480315
43,43,-75.15510424857506
44,44,-83.7731038649432
45,45,1.0018137891631937
46,46,58.757059314072904
47,47,-9.887436535192236
48,48,-29.90874555975138
49,49,55.13070280983756
