,Unnamed: 0,0
0,0,-85.26580856646649
1,1,-78.94330299040263
2,2,-88.19904506426724
3,3,35.163448472875274
4,4,-47.60090924887621
5,5,-30.302171723250552
6,6,-85.78205347968266
7,7,-81.88696517549198
8,8,-69.38764500328294
9,9,-79.50407261791966
10,10,-77.97055678919186
11,11,-62.03626275414625
12,12,-39.865647566005
13,13,-78.91072786676236
14,14,-82.77111202555152
15,15,42.31803694564681
16,16,-80.76017632183273
17,17,-70.80759670853556
18,18,-83.39206539967024
19,19,-46.72173383609173
20,20,-80.9190456588612
21,21,-76.02632407128534
22,22,-44.64331888047693
23,23,-41.812537022879525
24,24,-72.10614285966308
25,25,-33.03246611254791
26,26,-94.47984090539762
27,27,-64.26340901844571
28,28,-39.474506461383
29,29,-85.16597677748837
30,30,-84.87498852015543
31,31,-70.88458636896532
32,32,-100.48640451167934
33,33,-24.12948870837684
34,34,-34.783123741084
35,35,-35.28308171328129
36,36,-89.54220200214284
37,37,-75.15290442059715
38,38,-67.2394730038862
39,39,-42.67396611236056
40,40,-44.49770273707588
41,41,-54.93281917745978
42,42,-89.30029227030721
43,43,-77.87452170955629
44,44,-66.8575200496527
45,45,-31.384768554337086
46,46,-84.95482780770477
47,47,-103.06404932561227
48,48,-87.48626975275313
49,49,-3.7174507220755544
