,Unnamed: 0,0
0,0,-99.70399485641269
1,1,-99.19184971567793
2,2,-99.70524521944256
3,3,-98.29561736674229
4,4,-100.42118270005665
5,5,-105.35571896872902
6,6,-102.3766029352586
7,7,-105.04466829485924
8,8,-100.4162940765773
9,9,-101.53048738765152
10,10,-101.21565597351568
11,11,-98.27385486793965
12,12,-101.60059462880614
13,13,-102.67836092000137
14,14,-98.86815250857143
15,15,-98.83643524177498
16,16,-99.40638579632916
17,17,-101.65164438497513
18,18,-100.6829241292461
19,19,-99.38768168253891
20,20,-100.41423784948203
21,21,-99.63160201308128
22,22,-99.25617495533493
23,23,-97.92368401221201
24,24,-98.44930084807514
25,25,-97.92306297717012
26,26,-129.01149130265804
27,27,-98.4446753916092
28,28,-98.95992604806992
29,29,-98.28764567516062
30,30,-99.77145664092615
31,31,-100.17775026738056
32,32,-99.23104887276008
33,33,-98.18123205834196
34,34,-139.57901301058658
35,35,-97.74173734036718
36,36,-99.56747554491542
37,37,-97.94653255401722
38,38,-99.04028038493158
39,39,-100.95362141461659
40,40,-99.61371573135912
41,41,-98.20002674087692
42,42,-98.12912989758404
43,43,-98.4190336036532
44,44,-100.64284008996128
45,45,-96.39500375389301
46,46,-98.09297607922814
47,47,-99.06305686835944
48,48,-96.6718216398407
49,49,-98.36844195038624
